Entity,Code,Date,"Daily new confirmed cases due to COVID-19 (rolling 7-day average, right-aligned)","Daily new confirmed cases due to COVID-19 (rolling 7-day average, right-aligned) Annotations","Daily new estimated infections of COVID-19 (ICL, mean)","Daily new estimated infections of COVID-19 (IHME, mean)","Daily new estimated infections of COVID-19 (YYG, mean)","Daily new estimated infections of COVID-19 (LSHTM, median)"
"World excl. China, South Korea, Japan and Singapore",,2020-01-23,0.71429,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-01-24,0.85714,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-01-25,2.57143,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-01-26,3.28571,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-01-27,4.57143,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-01-28,6,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-01-29,7,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-01-30,8.28571,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-01-31,9.71429,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-02-01,10.57143,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-02-02,11.14286,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-02-03,10.57143,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-02-04,9.57143,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-02-05,11.57143,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-02-06,12.42857,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-02-07,18.57143,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-02-08,19,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-02-09,18.14286,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-02-10,19.28571,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-02-11,28.42857,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-02-12,31.14286,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-02-13,29.42857,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-02-14,28.71429,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-02-15,26.42857,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-02-16,45.28571,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-02-17,44,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-02-18,48.71429,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-02-19,55.28571,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-02-20,66.71429,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-02-21,62.42857,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-02-22,69.71429,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-02-23,61.28571,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-02-24,79.57143,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-02-25,86,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-02-26,99.42857,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-02-27,116.42857,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-02-28,182.57143,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-02-29,246,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-03-01,327.14286,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-03-02,476.42857,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-03-03,616.57143,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-03-04,827.85714,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-03-05,1048.71429,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-03-06,1313,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-03-07,1736.42857,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-03-08,2146,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-03-09,2526,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-03-10,3026.42857,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-03-11,3471.28571,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-03-12,4321.14286,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-03-13,5309.85714,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-03-14,6273.85714,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-03-15,7486.71429,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-03-16,8698.57143,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-03-17,10043.28571,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-03-18,11770.28571,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-03-19,13516.57143,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-03-20,16595.57143,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-03-21,19652.57143,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-03-22,22790.42857,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-03-23,25900.28571,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-03-24,30203.57143,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-03-25,33809,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-03-26,38598.71429,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-03-27,42870.42857,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-03-28,47577.71429,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-03-29,51628.71429,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-03-30,54898.28571,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-03-31,57760.14286,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-04-01,62401.42857,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-04-02,65740.85714,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-04-03,68041.57143,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-04-04,70432,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-04-05,73629.57143,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-04-06,74870,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-04-07,76070.71429,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-04-08,76361.28571,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-04-09,77411.28571,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-04-10,78765.28571,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-04-11,79834.85714,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-04-12,78307.42857,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-04-13,78591.71429,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-04-14,77337.57143,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-04-15,77195.14286,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-04-16,76220.71429,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-04-17,75643.42857,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-04-18,74456.42857,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-04-19,75029.57143,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-04-20,75301.42857,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-04-21,76456.14286,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-04-22,77814.85714,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-04-23,76054.42857,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-04-24,75299.71429,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-04-25,73977.42857,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-04-26,76953,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-04-27,78521,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-04-28,77505.14286,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-04-29,75547.57143,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-04-30,77380.85714,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-05-01,78469.85714,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-05-02,80790.57143,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-05-03,78079.71429,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-05-04,77471.85714,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-05-05,79040.85714,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-05-06,79968,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-05-07,81223.57143,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-05-08,82222.28571,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-05-09,82348,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-05-10,83497.71429,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-05-11,83132,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-05-12,82188.28571,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-05-13,83219.57143,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-05-14,83055.42857,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-05-15,83635.28571,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-05-16,84780.42857,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-05-17,85418.85714,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-05-18,86141.85714,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-05-19,88543.42857,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-05-20,89957.42857,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-05-21,92414.57143,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-05-22,94065.42857,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-05-23,95320.85714,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-05-24,96312.14286,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-05-25,98280,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-05-26,98629.14286,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-05-27,98384.42857,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-05-28,98313.42857,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-05-29,99857.14286,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-05-30,102167.57143,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-05-31,106169.85714,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-06-01,108107.42857,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-06-02,109731,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-06-03,112360.14286,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-06-04,115597.57143,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-06-05,116784.85714,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-06-06,118429.57143,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-06-07,118172.14286,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-06-08,119351.71429,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-06-09,120118,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-06-10,122002.42857,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-06-11,123350.85714,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-06-12,124681.71429,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-06-13,126284.14286,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-06-14,127338,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-06-15,128232.71429,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-06-16,130084.57143,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-06-17,132409.14286,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-06-18,138433.28571,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-06-19,138776.85714,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-06-20,143914.71429,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-06-21,147785.57143,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-06-22,148949.85714,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-06-23,151199.71429,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-06-24,154405,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-06-25,154147.57143,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-06-26,159924.42857,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-06-27,161104.71429,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-06-28,164182.14286,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-06-29,168620.14286,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-06-30,172034.71429,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-07-01,176037.71429,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-07-02,179644.71429,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-07-03,183886.71429,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-07-04,186285.57143,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-07-05,187570.71429,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-07-06,190165.57143,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-07-07,192432.28571,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-07-08,194554,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-07-09,196717.71429,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-07-10,199062.85714,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-07-11,202736.71429,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-07-12,206567,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-07-13,208972,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-07-14,210978.28571,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-07-15,213329.57143,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-07-16,215603.42857,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-07-17,219721.57143,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-07-18,222941.28571,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-07-19,224650.71429,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-07-20,226612,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-07-21,228353,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-07-22,230598.42857,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-07-23,237657.71429,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-07-24,240717.85714,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-07-25,244891.14286,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-07-26,249027.42857,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-07-27,252165.57143,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-07-28,253784.28571,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-07-29,254236.71429,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-07-30,256523,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-07-31,258479.42857,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-08-01,257814.28571,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-08-02,258867.71429,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-08-03,257472.42857,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-08-04,256229.14286,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-08-05,257960.57143,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-08-06,254959,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-08-07,254305.28571,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-08-08,253731.57143,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-08-09,253940.28571,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-08-10,254951,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-08-11,257335.28571,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-08-12,258202.14286,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-08-13,260037.57143,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-08-14,260226.42857,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-08-15,262042.42857,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-08-16,260747.42857,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-08-17,261304.28571,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-08-18,257865.57143,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-08-19,256857.14286,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-08-20,255700.42857,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-08-21,254184.71429,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-08-22,249204.71429,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-08-23,250229.42857,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-08-24,249118,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-08-25,251203.71429,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-08-26,251348.71429,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-08-27,250654.28571,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-08-28,251705.71429,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-08-29,255075.57143,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-08-30,255438.71429,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-08-31,258342.42857,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-09-01,262909.57143,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-09-02,264854.42857,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-09-03,265860.85714,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-09-04,265256.71429,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-09-05,267722.28571,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-09-06,269265.42857,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-09-07,269787.42857,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-09-08,264716.57143,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-09-09,261323.85714,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-09-10,261231.42857,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-09-11,265719.85714,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-09-12,267384.28571,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-09-13,268422.28571,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-09-14,271810,,,,,
"World excl. China, South Korea, Japan and Singapore",,2020-09-15,275355.71429,,,,,
Yemen,YEM,2020-02-04,,,,0,,
Yemen,YEM,2020-02-05,,,,0,,
Yemen,YEM,2020-02-06,,,,0,,
Yemen,YEM,2020-02-07,,,,0,,
Yemen,YEM,2020-02-08,,,,0,,
Yemen,YEM,2020-02-09,,,,0,,
Yemen,YEM,2020-02-10,,,,0,,
Yemen,YEM,2020-02-11,,,,0,,
Yemen,YEM,2020-02-12,,,,0,,
Yemen,YEM,2020-02-13,,,,0,,
Yemen,YEM,2020-02-14,,,,0,,
Yemen,YEM,2020-02-15,,,,0,,
Yemen,YEM,2020-02-16,,,,0,,
Yemen,YEM,2020-02-17,,,,0,,
Yemen,YEM,2020-02-18,,,,0,,
Yemen,YEM,2020-02-19,,,,0,,
Yemen,YEM,2020-02-20,,,,0,,
Yemen,YEM,2020-02-21,,,,0,,
Yemen,YEM,2020-02-22,,,,0,,
Yemen,YEM,2020-02-23,,,,0,,
Yemen,YEM,2020-02-24,,,,0,,
Yemen,YEM,2020-02-25,,,,0,,
Yemen,YEM,2020-02-26,,,,0,,
Yemen,YEM,2020-02-27,,,,0,,
Yemen,YEM,2020-02-28,,,,0,,
Yemen,YEM,2020-02-29,,,,0,,
Yemen,YEM,2020-03-01,,,,0,,
Yemen,YEM,2020-03-02,,,,0,,
Yemen,YEM,2020-03-03,,,,0,,
Yemen,YEM,2020-03-04,,,,0,,
Yemen,YEM,2020-03-05,,,,0,,
Yemen,YEM,2020-03-06,,,,0,,
Yemen,YEM,2020-03-07,,,0,0,,
Yemen,YEM,2020-03-08,,,0.31,0,,
Yemen,YEM,2020-03-09,,,0.49,0,,
Yemen,YEM,2020-03-10,,,0.74,0,,
Yemen,YEM,2020-03-11,,,0.97,0,,
Yemen,YEM,2020-03-12,,,0.95,0,,
Yemen,YEM,2020-03-13,,,0.96,0,,
Yemen,YEM,2020-03-14,,,1.46,0,,
Yemen,YEM,2020-03-15,,,1.42,0,,
Yemen,YEM,2020-03-16,,,1.96,0,,
Yemen,YEM,2020-03-17,,,2.32,0,,
Yemen,YEM,2020-03-18,,,2.55,0,,
Yemen,YEM,2020-03-19,,,3.26,0,,
Yemen,YEM,2020-03-20,,,3.95,0,,
Yemen,YEM,2020-03-21,,,4.52,1.076658977,,
Yemen,YEM,2020-03-22,,,5.12,2.692051922,,
Yemen,YEM,2020-03-23,,,5.99,4.815869139,,
Yemen,YEM,2020-03-24,,,7.03,7.42218389,,
Yemen,YEM,2020-03-25,,,8.26,10.90013042,,
Yemen,YEM,2020-03-26,,,9.28,14.13059727,,
Yemen,YEM,2020-03-27,,,10.11,18.06792054,,
Yemen,YEM,2020-03-28,,,12.29,22.78947908,,
Yemen,YEM,2020-03-29,,,14.34,28.36313025,,
Yemen,YEM,2020-03-30,,,14.79,34.84559946,,
Yemen,YEM,2020-03-31,,,17.8,42.28271237,,
Yemen,YEM,2020-04-01,,,21.65,50.71121348,,
Yemen,YEM,2020-04-02,,,23.27,60.16214923,,
Yemen,YEM,2020-04-03,,,25.08,70.66618727,,
Yemen,YEM,2020-04-04,,,29.69,82.25915355,,
Yemen,YEM,2020-04-05,,,34.74,94.98841252,,
Yemen,YEM,2020-04-06,,,40.92,108.9191913,,
Yemen,YEM,2020-04-07,,,44.98,124.1401463,,
Yemen,YEM,2020-04-08,,,51.48,140.7667678,,
Yemen,YEM,2020-04-09,,,59.17,158.9449223,,
Yemen,YEM,2020-04-10,,,67.71,178.8520722,,
Yemen,YEM,2020-04-11,,,78.13,200.6959613,,
Yemen,YEM,2020-04-12,0.33333,,88.51,224.7105239,,
Yemen,YEM,2020-04-13,0.25,,100.68,251.1495149,,
Yemen,YEM,2020-04-14,0.2,,113.53,280.2797792,,
Yemen,YEM,2020-04-15,0.16667,,130.94,312.3762779,,
Yemen,YEM,2020-04-16,0.14286,,149.47,347.7163286,,
Yemen,YEM,2020-04-17,0,,164.11,386.5768056,,
Yemen,YEM,2020-04-18,0,,184.68,429.229404,,
Yemen,YEM,2020-04-19,0,,207.37,475.9362942,,
Yemen,YEM,2020-04-20,0,,228.88,526.9441429,,
Yemen,YEM,2020-04-21,0,,257.53,582.4803345,,
Yemen,YEM,2020-04-22,0,,285.1,642.7520745,,
Yemen,YEM,2020-04-23,0,,317.32,707.9503858,,
Yemen,YEM,2020-04-24,0,,354.63,778.2583445,,
Yemen,YEM,2020-04-25,0,,396.72,853.8659259,,
Yemen,YEM,2020-04-26,0,,438.23,934.979383,,
Yemen,YEM,2020-04-27,0,,486.14,1021.829701,,
Yemen,YEM,2020-04-28,0,,542.9,1114.671754,,
Yemen,YEM,2020-04-29,0,,602.31,1213.784027,,
Yemen,YEM,2020-04-30,0.71429,,670.88,1319.469279,,42.0404283789126
Yemen,YEM,2020-05-01,0.71429,,729.23,1432.05085,,42.1181883732773
Yemen,YEM,2020-05-02,0.85714,,787.95,1551.858402,,50.6310557288387
Yemen,YEM,2020-05-03,1.28571,,850.58,1679.219618,,76.0673889803426
Yemen,YEM,2020-05-04,1.28571,,918.99,1814.442498,,76.1327120617574
Yemen,YEM,2020-05-05,1.57143,,995.5,1957.803025,,93.0519941922402
Yemen,YEM,2020-05-06,2.85714,,1072.36,2109.528344,,169.246834844756
Yemen,YEM,2020-05-07,2.71429,,1162.75,2269.760998,,160.737890171217
Yemen,YEM,2020-05-08,2.85714,,1263.44,2438.513894,,169.102537654703
Yemen,YEM,2020-05-09,3.85714,,1378.36,2615.617667,,228.06093078158
Yemen,YEM,2020-05-10,3.42857,,1496.08,2800.656286,,202.468317099715
Yemen,YEM,2020-05-11,5.85714,,1632.68,2992.882141,,345.205507766289
Yemen,YEM,2020-05-12,6.28571,,1783.94,3191.152797,,369.668555470809
Yemen,YEM,2020-05-13,6.57143,,1929.71,3393.922516,,385.413317241955
Yemen,YEM,2020-05-14,6.42857,,2083.03,3599.245216,,375.938295989703
Yemen,YEM,2020-05-15,8.71429,,2198.5,3804.806593,,507.795936164926
Yemen,YEM,2020-05-16,10.28571,,2307.6,4007.988696,,597.087127130991
Yemen,YEM,2020-05-17,12.85714,,2430.65,4205.951305,,743.14267389899
Yemen,YEM,2020-05-18,11,,2558.14,4395.726584,,632.833876252638
Yemen,YEM,2020-05-19,10.57143,,2686.63,4574.329733,,605.065379249919
Yemen,YEM,2020-05-20,14.28571,,2825.83,4738.879755,,813.228663905729
Yemen,YEM,2020-05-21,15.71429,,2963.45,4886.685257,,889.269231143718
Yemen,YEM,2020-05-22,15.14286,,3102.64,5015.340252,,851.596400346676
Yemen,YEM,2020-05-23,14.14286,,3278.03,5122.835356,,790.081673872432
Yemen,YEM,2020-05-24,12.57143,,3471.93,5207.698092,,697.339596474356
Yemen,YEM,2020-05-25,13.42857,,3662.73,5269.083766,,739.435154882443
Yemen,YEM,2020-05-26,15.28571,,3820.03,5306.816343,,835.165420901602
Yemen,YEM,2020-05-27,11.71429,,3941.39,5321.435856,,634.817630565553
Yemen,YEM,2020-05-28,10.71429,,4056.95,5314.197377,,575.713207248445
Yemen,YEM,2020-05-29,12.14286,,4056.98,5286.970995,,646.755526654626
Yemen,YEM,2020-05-30,11.71429,,4042.73,5242.166913,,618.203390268608
Yemen,YEM,2020-05-31,14,,4046.85,5182.649459,,731.851221851086
Yemen,YEM,2020-06-01,14.42857,,4064.25,5111.572256,,746.897692728168
Yemen,YEM,2020-06-02,16.71429,,4090.3,5032.165997,,856.451356135933
Yemen,YEM,2020-06-03,21.42857,,4120.09,4947.581063,,1086.66510179227
Yemen,YEM,2020-06-04,21.14286,,4165.99,4860.760091,,1060.75224649264
Yemen,YEM,2020-06-05,25,,4196.58,4774.320559,,1240.60099477994
Yemen,YEM,2020-06-06,26,,4226.74,4690.478055,,1275.88659202965
Yemen,YEM,2020-06-07,23.28571,,4292.04,4611.047885,,1129.78083559898
Yemen,YEM,2020-06-08,23.28571,,4353.49,4537.473821,,1116.81823370513
Yemen,YEM,2020-06-09,20.28571,,4406.9,4470.862983,,961.646314553761
Yemen,YEM,2020-06-10,17.85714,,4457.71,4412.024304,,836.601683452448
Yemen,YEM,2020-06-11,22.42857,,4507.75,4361.473357,,1038.45950201411
Yemen,YEM,2020-06-12,19.71429,,4437.75,4319.375108,,902.030182418615
Yemen,YEM,2020-06-13,23.28571,,4360.21,4285.506999,,1052.99074841249
Yemen,YEM,2020-06-14,33.14286,,4274.59,4259.246794,,1481.29130798044
Yemen,YEM,2020-06-15,34.57143,,4192,4239.564886,,1527.3297103365
Yemen,YEM,2020-06-16,49.71429,,4137.74,4225.044023,,2171.40125794291
Yemen,YEM,2020-06-17,52.14286,,4065.24,4213.945769,,2252.04939270608
Yemen,YEM,2020-06-18,48.85714,,3988.78,4204.26304,,2086.97208353242
Yemen,YEM,2020-06-19,45,,3924.65,4193.774915,,1901.51772319039
Yemen,YEM,2020-06-20,41,,3873.06,4180.125234,,1714.18449689054
